x.1,x.2,x.3,x.4,Clase
0.219162241566224,-0.476183997698607,-0.427046251681225,0.309382974790409,c1
0.489093561261465,0.293240288923102,-0.0608602938984747,-0.64307466724851,c1
-0.167084953486849,0.0067085919550195,-0.487568771696364,0.813624613906355,c1
0.245994240073144,0.939363486130515,0.891137482983141,0.667399036140419,c2
-0.255165004288325,0.796870709260909,-0.766315750505002,-0.870872603728098,c2
-0.760998885170703,-0.290804027781173,0.805706163463831,1.04835559992313,c2
-0.731043008389928,-0.410670934726885,-0.689612919107767,0.242062057071859,c2
-0.224994656652583,1.07009624210555,0.930946346105182,-1.05639505649807,c2
0.0497975905111375,-0.802466786386733,-0.525717168561584,0.421963408865529,c1
-0.783979834391826,0.978775361765583,0.852349788574216,-0.451913980364695,c2
0.81791809720414,-0.0559504653049813,0.0738604862827452,-0.13099225628336,c1
-0.402576266263122,0.500888448064834,-0.270882325486993,-0.773237580283686,c2
-0.621486075753238,0.424417266071477,-0.730497792333383,0.473275720118503,c2
-0.26064570949914,-0.791188580289708,-0.391212034523842,-0.254686568979165,c1
0.314216378560397,0.0228282960902805,0.982864225868083,-0.359506450719885,c2
-0.23857343818636,0.526790068004267,-1.0722926887439,-1.03676546131048,c2
-0.210908491928464,0.317206530117249,0.480848841594054,0.719652538967383,c1
-0.442865516681886,-0.510098601631454,0.253057396942684,0.97497032838231,c1
-0.485526740452946,-0.446119021268272,0.99903265546511,-0.64970379983053,c1
0.818275602289167,0.736459877433239,-0.766256535254268,0.719837777541131,c2
0.587315627178012,-0.4239210987382,-0.434795954215411,-0.68511628337806,c1
-0.284716951587205,0.199460088459283,0.289894096817785,-0.307283251762475,c1
0.442977610307524,0.722837742508012,-0.710049305793479,0.42010778733353,c1
0.391236368320122,0.322592876871704,0.861731568889395,0.688707008820171,c2
-0.378603394075169,-0.134870832375722,-0.0525303307900492,0.904722488802861,c1
-0.470055754559913,0.628347776420896,0.402179531532165,0.439726722588551,c1
0.462812427258289,0.596450572686516,-0.467605237030834,0.585365023991608,c2
0.484395355140023,0.392592988504837,-0.238649948970814,-0.454779866986002,c1
0.39261343805456,-0.865000580704468,-0.112060251831212,-0.643183558317923,c1
0.614592055986083,0.379668590797753,-0.745855424057816,-0.753036483857119,c2
-0.697237396662545,-0.713576345844571,0.511092979281075,0.24522438043458,c1
0.70226453825479,-0.333116410341943,1.00072142122539,0.79605254168224,c2
-0.859660637566023,0.0775836592045498,0.548036789087169,-0.180184148722934,c1
0.30764015236434,0.214497227142977,0.979990042511001,-0.916146172350407,c2
-0.43551039110057,-0.59921522513732,-0.674728155529473,-0.944235216744061,c2
0.6474916334057,0.847517308761232,0.537207951591208,0.496458505947848,c2
-1.05285889121919,-0.653341989491217,-0.97422855092543,0.374287497460553,c2
-0.30405744863194,0.277225583821339,0.100072363294633,0.33534798295933,c1
1.09649278616263,0.277304889847448,-0.573592691806384,-0.678607992889079,c2
0.315204073839184,-0.26454461362783,0.304947992434369,-0.771477113932891,c1
0.671566475391536,0.811448490062072,-0.290266537662799,0.654737659304817,c2
0.0918704174038318,0.371908787709732,-1.38772282924427,0.122267787837952,c2
0.283955445608973,0.179317068791992,0.2915060663323,-0.5077407798775,c1
-0.914497212395602,-0.313368552471851,-0.626993669235825,-1.10216635890831,c2
0.066233985346324,0.894985803606415,-0.772141540316414,-0.043110878134023,c1
-0.381712325593186,-0.0903867177548832,-0.432911691042549,-0.769504137149039,c1
0.268612934919029,0.063062984444421,-0.20204548807391,0.0838839212936256,c1
0.820848244634276,0.349474055794885,-0.416996499579113,0.310672470996195,c1
0.97736808738232,-0.0625632966814198,0.606692804152786,0.0895929651296707,c1
-0.414729819559155,0.723076003754759,0.774199615514159,0.941174633377034,c2
-0.0482948079494836,0.558949756923457,-0.747158597005591,-0.40910449719638,c1
-0.121029956277815,0.0003847072660214,0.249277939762498,-0.693407920186316,c1
0.667108679891575,0.611849615576517,1.02612538151997,0.552862062696774,c1
-0.0211272310588153,-0.496426872609359,-0.939066468628187,0.162018178872369,c1
0.0398056195337971,-0.726982167488257,-0.827889022030908,-0.602022976925864,c2
0.900677398023077,-0.436812110185377,-0.0613969797391136,0.0074373050216674,c2
0.24766964785231,0.0212784972002573,-0.610534888313499,-0.669770670010103,c1
0.672177223710779,0.811327982541847,0.343478729036549,0.911846410031568,c2
0.464251468775703,0.384614747307573,0.61626371035763,-0.27870404501676,c1
0.0018204117393691,0.310859607848175,0.466972723400998,0.13574692576983,c1
-0.777728936813985,0.449742020945049,-0.199210880609036,0.846039227390914,c2
-1.06285130180852,1.55284905865545,-0.869470751323118,-0.296610486898316,c2
-0.217769267105394,0.334610028119867,-1.15919194035522,-0.166829618436544,c2
0.258295840930377,0.341238514655203,-0.113731407201998,-0.245424854126749,c1
0.338498587178104,-0.688351383597506,-0.788843959786166,0.558180905854757,c2
0.240951685824833,0.0761411893365783,0.0855606965664557,0.325453228201806,c1
0.726420939040847,1.09171015937793,-0.753765092378562,0.259837872493356,c2
0.245917433989774,-0.842211013215404,-0.728633887655057,-0.306634742564837,c1
-0.829046381426713,-0.378232034516156,-0.0124011479029095,-0.659344669396989,c1
0.786421076188712,-1.01683657056844,-0.0971745975596145,1.22212501134166,c2
0.493979804127592,0.328064806965221,0.816276298299545,0.729997196417511,c2
0.388771269511383,-0.92346033622105,-0.434418543144024,-1.09683772455857,c2
0.370296466155782,0.25676758760372,-0.235697870274516,-1.07810318041364,c2
-0.603120374281613,-0.554463173359505,-0.776914409422109,0.0106490613098476,c1
