Variable1,Variable2,Clase
8.031661742257267,19.395700627324516,0.0
9.433084753097848,34.8793275684056,0.0
3.43907317661592,60.378588663612824,1.0
3.0559045232571718,27.367100377993772,1.0
0.0,71.16108479760369,1.0
6.027908645884537,38.483205722887405,0.0
2.8798591785370835,100.0,1.0
8.056713799298938,16.400637003868844,0.0
0.5904034718281894,58.279844531233955,1.0
2.2828360549926527,40.156553438021604,1.0
0.8076247490273136,67.28598576979293,1.0
2.6836054697502054,41.88230927412076,1.0
8.077308414246657,33.25605759166803,0.0
8.413545828093746,0.0,0.0
9.522697087073848,32.16410486667512,0.0
6.8227369688065025,34.49292763830828,0.0
2.897758516254546,48.47677982914908,1.0
1.2955747373082818,47.225658406918406,1.0
1.5846455515684927,54.757517095993364,1.0
3.2321853304209065,38.65245630301122,1.0
9.851048020434003,37.32670267154038,0.0
7.982266073050156,47.65869586008148,0.0
7.784561007795379,23.4043164563214,0.0
9.276959932534854,32.93878270334262,0.0
10.0,41.13225458345404,0.0
