Variable1,Variable2,Clase
0.9670298390136767,0.5472322491757223,1.0
0.9726843599648843,0.7148159936743647,1.0
0.6977288245972708,0.21608949558037638,0.0
0.9762744547762418,0.006230255204589863,0.0
0.25298236238344396,0.4347915324044458,0.0
0.7793829217937525,0.19768507460025309,0.0
0.8629932355992223,0.9834006771753128,1.0
0.16384224140469872,0.5973339439328592,0.0
0.008986097667554982,0.3865712826436294,0.0
0.044160057931499574,0.9566529677142359,1.0
0.43614664687979765,0.9489773067815628,1.0
0.786305985935061,0.8662892985816985,1.0
0.17316542149594816,0.07494858701310703,0.0
0.6007427213777693,0.16797218371840383,0.0
0.7333801675105699,0.4084438601520147,1.0
0.5279088234179203,0.937571583950942,1.0
0.521696122444958,0.10819338288723068,0.0
0.15822340718479944,0.5452026517032128,0.0
0.5244040800684734,0.6376102441259937,1.0
0.4014954435902729,0.6498051090193423,1.0
